,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
160,600,boostcamp-sts-v1-train-600,slack-sampled,마지막 일얘기로 살짝 마무리지으며 한국에서 같이 뵙는 그날을 고대해봅니다.,"오늘 이야기는 너무 즐거웠고, 또 이야기 나눌 날을 기대할게요~!",2.0,0.0
161,606,boostcamp-sts-v1-train-606,slack-rtt,요렇게 기입이 되어있더라구요 ㅠㅠ,이렇게 썼습니다.,1.4,0.0
162,607,boostcamp-sts-v1-train-607,nsmc-rtt,도대체 어는 지점에서 감동하면 되는거냐!!,어떤 점에서 감동을 줄 수 있나요?!,2.8,1.0
163,614,boostcamp-sts-v1-train-614,nsmc-rtt,"통일은 선택조건이 아닌 필수 조건 , 최고의 케미 아하커플과 신이 내린 연기력의 배우들 , 이런 조합 다시는 못 볼 것 같아 아쉽다.","통일은 선택 조건이 아니라 필수 조건이다, 찰떡궁합을 자랑하는 아하 커플과 배우들의 신이 내린 연기력.",2.8,1.0
164,621,boostcamp-sts-v1-train-621,petition-sampled,청소년법 폐지 시켜주세요,청소년법 폐지시켜 주세요.,5.0,1.0
165,624,boostcamp-sts-v1-train-624,nsmc-rtt,"잔잔한 감동으로 다가온영화,","잔잔한 감동으로 찾아온 영화,",5.0,1.0
166,627,boostcamp-sts-v1-train-627,nsmc-rtt,이영화에 살아이 진짜 이름 뭐죠?,이 영화에 살아있는 이 이름은 무엇일까요?,2.4,0.0
167,637,boostcamp-sts-v1-train-637,slack-sampled,오늘 즐거웠습니다아~!!!,이야기가 너무 즐거웠어요~!!,2.8,1.0
168,639,boostcamp-sts-v1-train-639,slack-rtt,"초보 분들은 쭈뼛쭈뼛 하며 요청, 중수는 자연스럽게 요청, 고수는 눈빛으로 요청",초보자는 목이 단단한 상태에서 민원을 하고 중학생은 자연스럽게 민원을 하고 고등학생은 눈으로 청원한다.,2.2,0.0
169,640,boostcamp-sts-v1-train-640,petition-sampled,세금으로 평창올림픽 입장권 적폐를 처단 바랍니다.,2018 평창올림픽 한반도기 공동 입장 의견을 철회해 주시기 바랍니다.,0.5,0.0
170,646,boostcamp-sts-v1-train-646,slack-sampled,담주 오피스 방문 하시면 또 봬용 ㅎㅎ,사무실에 오면 다시 이야기해요!,2.6,1.0
171,649,boostcamp-sts-v1-train-649,petition-sampled,조두순출소반대합니다,조두순 출처 반대입니다!!,4.8,1.0
172,650,boostcamp-sts-v1-train-650,nsmc-sampled,역시 웨슬리 스나입스.. 좋다..,웨슬리 스나이프스 농구 정말 잘한다~!,1.4,0.0
173,654,boostcamp-sts-v1-train-654,slack-rtt,얼굴 보면서 대화 하는 것의 소중함을 느끼게 됩니다. ㅎ,직접 만나서 이야기하는 것의 중요성을 느낄 것입니다. 그,2.8,1.0
174,655,boostcamp-sts-v1-train-655,slack-rtt,일로는 직접 뵐 일이 없었는데 이번 기회에 얘기 나눠볼 수 있어서 좋았습니다!,"한 번도 직접 만나 뵙지 못했지만, 이런 기회에 이야기할 수 있어서 좋았어요!",3.5,1.0
175,657,boostcamp-sts-v1-train-657,nsmc-rtt,그들의 이야기 그리고 우리들의 이야기,그들의 이야기와 우리의 이야기,4.4,1.0
176,659,boostcamp-sts-v1-train-659,slack-sampled,언제까지 일지는 모르겠지만.. ㅎㅎ,그럼 언제가 될지 모르는 미래로.,1.8,0.0
177,660,boostcamp-sts-v1-train-660,nsmc-rtt,"대사 한 줄 한 줄이 예술, 소름이 돋음",라인 하나하나가 예술 소름 돋는다.,2.4,0.0
178,664,boostcamp-sts-v1-train-664,petition-rtt,신도시가 아니 지하철 순화선등 지하철 노선을 늘려주세요,신도시보다는 지하철 순환선 등 지하철 노선을 늘려주세요.,4.6,1.0
179,666,boostcamp-sts-v1-train-666,petition-sampled,건강보험료 산정기준 변경요청,건강보험료 산정 기준이 2가지가 있을 수 있나요?,2.6,1.0
180,672,boostcamp-sts-v1-train-672,slack-sampled,어제 <PERSON> 과 오랜만에 만나 식사했습니다!!,<PERSON>씨와 어제 회식을 했습니다.~~!,1.6,0.0
181,674,boostcamp-sts-v1-train-674,petition-rtt,부동산보유세.다주택세도입하세요,부동산 소유스 및 공동주택 세 도입,2.8,1.0
182,679,boostcamp-sts-v1-train-679,petition-sampled,"국민특명, 초등학교 저학년 오후3시 하교 철폐",초등학교 저학년 학교 수업 '오후 3사까지' 연장 추진 찬성 및 돌봄 서비스 학년 확대 부탁드립니다.,1.4,0.0
183,682,boostcamp-sts-v1-train-682,petition-sampled,국회의윈 임금위원회,국회의원 연봉 인상 반대,1.5,0.0
184,684,boostcamp-sts-v1-train-684,slack-rtt,우리 솨장님은 나이키나 아디돠스 광고모델로~~ ㅋㅋ,저희 팀장은 나이키나 아디 푸스 광고모델~~ ㅋㅋ,2.0,0.0
185,686,boostcamp-sts-v1-train-686,nsmc-sampled,대사도 주옥같았다.,주옥같은 명대사도 많은 좋은 영화.,2.6,1.0
186,687,boostcamp-sts-v1-train-687,nsmc-sampled,생각보다 별로 였던 영화~많이 아쉽다.,어딘지 모르게 어설픈 영화,1.8,0.0
187,690,boostcamp-sts-v1-train-690,nsmc-sampled,보는 사람마다 다르겠지만 분정도 보다가 너무 지루하고 재미도 없어서 그냥 껏다 ...,지루해서 보고 말았다....,2.8,1.0
188,692,boostcamp-sts-v1-train-692,nsmc-sampled,왜 이제야 봤을까...,왜 봤는지 후회되는 영화...,1.4,0.0
189,703,boostcamp-sts-v1-train-703,nsmc-sampled,장엄하고감동적인 내인생최고의영화!,정말 감동적인 영화~,2.4,0.0
190,720,boostcamp-sts-v1-train-720,nsmc-sampled,간만에 제대로 밤잠을 설친 영화였다.,오랜만에 보고 잔 영화.,1.4,0.0
191,722,boostcamp-sts-v1-train-722,petition-sampled,반려동물처벌높여주세요.,애견 법을 강화해주세요!,2.6,1.0
192,725,boostcamp-sts-v1-train-725,nsmc-sampled,씁씁하기 그지 없었다.,기가 막혔기 짝이 없다,1.6,0.0
193,726,boostcamp-sts-v1-train-726,nsmc-rtt,전문가는 개뿔 아는게 있어야 이해를 하지.,전문가는 이해하기 위해 뭔가를 알아야 합니다.,1.8,0.0
194,727,boostcamp-sts-v1-train-727,slack-sampled,합법적으로 발차기 해볼수 있어요!..,서로 차는 시간도 있대요!,1.6,0.0
195,737,boostcamp-sts-v1-train-737,petition-sampled,평양동계올림픽으로 변절되다니...,평창동계올림픽 단일팀에 반대합니다.,1.5,0.0
196,739,boostcamp-sts-v1-train-739,slack-rtt,위험성에 대한 경고를 날리는… ㅋㅋㅋ),위험경보... 하하),2.4,0.0
197,743,boostcamp-sts-v1-train-743,nsmc-sampled,이건뭐 재미는 있으나 너무 쓰레기 영화,그냥 쓰레기 영화 너무 재미없어.,2.2,0.0
198,748,boostcamp-sts-v1-train-748,petition-sampled,부동산정책 너무 합니다,부동산 정책은 왜 항상 뒷전입니까?,2.6,1.0
199,750,boostcamp-sts-v1-train-750,nsmc-sampled,공짜로 봐도 시간 아깝습니다~,비평조차 아깝습니다.,2.0,0.0
200,757,boostcamp-sts-v1-train-757,petition-sampled,가상화폐 폐지 반대,가상화폐 거래소 폐지 반대,2.0,0.0
201,760,boostcamp-sts-v1-train-760,nsmc-rtt,그냥재미없음;;;;,단지 재미없다,5.0,1.0
202,764,boostcamp-sts-v1-train-764,nsmc-sampled,아래 알바 평점 왜 이러나요.,네이버 평점이 이상하네요.;;,1.6,0.0
203,772,boostcamp-sts-v1-train-772,petition-sampled,전기세 누진제 악법,전기 요금 누진제 폐지,2.6,1.0
204,775,boostcamp-sts-v1-train-775,petition-rtt,검찰과 법원이 뭐가 두려운지 판결문이 증거가 아니랍니다.,검찰과 법원이 두려워하는 것은 증거가 아니다.,2.0,0.0
205,778,boostcamp-sts-v1-train-778,petition-sampled,국민연금 의무화 반대,국민연금 납부 의무화,1.4,0.0
206,779,boostcamp-sts-v1-train-779,nsmc-sampled,억지 스토리에 배우들 연기도 어색..,배우들 연기도 어색하고 제목만 재밌네.(´;ω; )),2.8,1.0
207,781,boostcamp-sts-v1-train-781,petition-rtt,"IMF전 연대보증 구상금 채무; SGI서울보증,신용보증기금, 아직도 제왕적 채무관리: 특단의 조치가 필요합니다.","IMF 이전의 공동보증 배상 부채; SGI 서울보증, 신용보증기금, 여전히 제국주의적 채무관리: 특단의 조치가 필요하다.",4.4,1.0
208,782,boostcamp-sts-v1-train-782,slack-sampled,월요 모닝 커피 리뷰~! ㅎㅎㅎ,혹시 지금 월요 모닝커피 일정이 진행 중인가요?!,1.4,0.0
209,798,boostcamp-sts-v1-train-798,petition-sampled,삼성 증권 삼성 바이오 왜 그냥두지,삼성바이오로직스 상폐 되어야 합니다.,1.8,0.0
210,802,boostcamp-sts-v1-train-802,nsmc-rtt,성룡은 좋아하지만 평가는 감성적이지 말자 스토리 헛점은 어쩔수 없지만 아이들 말고 다른 출연진들 문제가 많은 듯 너무 어울리지 않는듯 하다,성룡을 좋아하지만 평가가 감정적이지 않다,2.2,0.0
211,806,boostcamp-sts-v1-train-806,nsmc-rtt,창자가 하고픈 이야기가 분명이 있지만 그내용자체도 흔한 고민이고 로봇을 해체하기위해 하는 사람들과 부시려는 사람들의 대화내용부터가 억지촌극.,장자가 하고 싶은 말이 있지만 내용 자체가 공통 관심사이고 로봇을 해체하려는 자와 파괴하려는 자의 대화는 강압적 습작이다.,2.6,1.0
212,811,boostcamp-sts-v1-train-811,nsmc-sampled,"엄청난 스케일,인생의 모든 군상들을 압축해놓은듯한 작품","스케일, 작품, 연기 모든 면에서 최고의 드라마",2.4,0.0
213,818,boostcamp-sts-v1-train-818,nsmc-sampled,내가 살때 나왔는데 개봉했을때 센세이션은 대단했음.,개봉하기 전에 애니메이션 페스티벌에서 본 작품.,0.5,0.0
214,820,boostcamp-sts-v1-train-820,petition-rtt,2017년도 의무기록사 국가고시에 대해 할말이있습니다.,2017년 의무기록사 국가시험에 대해 할 말이 있습니다.,4.4,1.0
215,822,boostcamp-sts-v1-train-822,nsmc-sampled,저는 개인적으로 엔딩이 벌로여서 좀그렇네요...,근데 엔딩이 좀...,2.6,1.0
216,837,boostcamp-sts-v1-train-837,nsmc-sampled,토리코팬인데재미있음,나는 재미있었어. ㄷㅅ,2.8,1.0
217,838,boostcamp-sts-v1-train-838,nsmc-rtt,이런 드라마가 왜 뜨지를 못했을까?,왜 이 드라마가 방영되지 않았을까?,2.0,0.0
218,839,boostcamp-sts-v1-train-839,nsmc-sampled,정말 긴장감 최고네요 재밌게잘봤습니다,너무 재밌었어요.,2.8,1.0
219,840,boostcamp-sts-v1-train-840,nsmc-sampled,외국영화 보다가 연기 못하는거 알아차린건 처음이다.,영화 보고 욕하는 건 처음이다.,1.4,0.0
220,844,boostcamp-sts-v1-train-844,petition-sampled,동물보호법강화해주세요,동물보호법을 강화해주세요.,4.8,1.0
221,846,boostcamp-sts-v1-train-846,petition-rtt,미친 부동산(서울 아파트),미친 부동산 (서울 아파트),5.0,1.0
222,847,boostcamp-sts-v1-train-847,slack-rtt,세상에나… 두분다 진짜 고수…,"어머나, 두 분 다 정말 좋네요.",1.4,0.0
223,848,boostcamp-sts-v1-train-848,nsmc-sampled,아 너무너무 재밌어요,"아, 진짜 다음에는 재밌겠다. 이번엔 재밌겠다 와.",1.4,0.0
224,853,boostcamp-sts-v1-train-853,petition-rtt,검찰 개혁 이제라도 해야 됩니다.,검찰 개혁은 지금 당장 해야 합니다.,3.5,1.0
225,857,boostcamp-sts-v1-train-857,slack-rtt,열일해서 돈을 많이 번다음 광교에 살아야겠다는 목표를 갖게되었습니다,열심히 일하고 광교에 살면서 돈을 많이 벌겠다는 목표가 있다.,2.4,0.0
226,859,boostcamp-sts-v1-train-859,slack-sampled,좋 은 정보 감사해요!,오 소개 감사합니다!,1.8,0.0
227,860,boostcamp-sts-v1-train-860,slack-sampled,와~ 어제 밤비가 그치고 갠 후의 하늘 정말 좋네요!!,정말 오늘 날씨가 너무 좋네요!!!,2.4,0.0
228,869,boostcamp-sts-v1-train-869,nsmc-sampled,"인간관계와 개인의 심리를 잘 표현해 준 작품,","최근 영화는 너무 자극적이지만, 이는 온화하고 주인공의 심리를 잘 묘사하고 있습니다.",2.2,0.0
229,871,boostcamp-sts-v1-train-871,nsmc-sampled,평점조절용 볼만한 영화이나 이정도 점수는 오바,재미는 없지만 평점은 예의상 이 정도,1.6,0.0
230,877,boostcamp-sts-v1-train-877,nsmc-sampled,"평점부터 포스터 등 맘에 들은 게 없었는데,,에라이!",평점을 남길 제가 정말...,1.4,0.0
231,881,boostcamp-sts-v1-train-881,petition-sampled,퀴어문화축제 반대 집회를 자원봉사활동에서 등록 취소하여 주십시오!,대구 동성로/서울시청 광장 퀴어 행사(동성애 축제) 개최에 반대합니다.라는 제목의 청원을 삭제 요청합니다.,1.8,0.0
232,884,boostcamp-sts-v1-train-884,nsmc-sampled,이건 게임이 진짜 잼있었는데,진짜 웃겼어. 어이가 없어서.,2.0,0.0
233,885,boostcamp-sts-v1-train-885,nsmc-sampled,이미 전에 있던 좀비되는 스토리에 짜증나는 연출,보는 내내 짜증 나는 영화,2.2,0.0
234,888,boostcamp-sts-v1-train-888,nsmc-sampled,울면서 본 영화다.,울컥하면서 보는 드라마입니다.,2.0,0.0
235,890,boostcamp-sts-v1-train-890,petition-rtt,"남북 철도 시대, 열차 운행 횟수 과다 (선로용량 부족) 지역 지하화를 요청합니다.",남북 철도 시대에는 지방 지하화를 위해 과도하게 운행하는 열차(선로 용량 부족)가 요구된다.,2.8,1.0
236,894,boostcamp-sts-v1-train-894,petition-sampled,노란색 민방위복 상복 같아 무서워요,마크 색깔을 이용한 민방위복 꿈을 꾸고...,0.5,0.0
237,898,boostcamp-sts-v1-train-898,nsmc-sampled,두번봣는데...다시봐도 재미없다,앞에 엔진 정말 재밌는데... 코난 핵노잼,1.6,0.0
238,900,boostcamp-sts-v1-train-900,petition-sampled,외국인근로자 전수조사및 불법체류자 추방 및 전과자 추방 정책,불제자 전수조사 및 추방(예멘인 포함)/,2.8,1.0
239,908,boostcamp-sts-v1-train-908,slack-sampled,운동 좀 해야겠어요,잠깐 나가서 산책하고 올게요!,1.8,0.0
240,915,boostcamp-sts-v1-train-915,slack-sampled,기타 치는 모습 너무 멋있습니다!,와 턱걸이하는 모습이 너무 멋져요!!!,1.4,0.0
241,917,boostcamp-sts-v1-train-917,nsmc-sampled,내용도 연기도 배우도 갑입니다~,배우들 연기도 장난 아니야~,2.8,1.0
242,918,boostcamp-sts-v1-train-918,nsmc-sampled,잘만 만들었으면 흥행도 성공했을덴데..,노출은 약하고... 재미는 그냥... 차라리 코믹에로 버전으로 만들면 재밌었을 것 같아.,1.4,0.0
243,921,boostcamp-sts-v1-train-921,nsmc-rtt,오죽하면 이 시대에 이 영화 DVD조차 안 나왔다면 할 말 다 했지.,솔직히 이 영화가 이 시대에 DVD에도 나오지 않았다면 할 수 있는 건 다 했다.,2.4,0.0
244,924,boostcamp-sts-v1-train-924,slack-rtt,가볍게가서 다 사입으세요.,가볍게 가서 다 사세요.,2.8,1.0
245,925,boostcamp-sts-v1-train-925,petition-sampled,대통령님께 올리는 글!,문재인 대통령에게 보내는 글,2.4,0.0
246,926,boostcamp-sts-v1-train-926,slack-sampled,금요일 휴가 내고 가는건가요?,금요일에 휴가를 가지고 가려고 합니다! wwf,2.8,1.0
247,932,boostcamp-sts-v1-train-932,nsmc-rtt,기가 막히는구나...,하... 할 말이 없네...,2.0,0.0
248,934,boostcamp-sts-v1-train-934,petition-sampled,강원랜드 특검하게 해주세요,강원랜드 외압 수사 특검 실시해주세요~,3.5,1.0
249,935,boostcamp-sts-v1-train-935,nsmc-sampled,재미없고 진짜 쓰레기영화,정말 재미없고 지루한 영화.,2.8,1.0
250,938,boostcamp-sts-v1-train-938,nsmc-sampled,평점에 제대로 낚였다.,네이버 평점에 속았다.,2.2,0.0
251,948,boostcamp-sts-v1-train-948,slack-sampled,오왕 축하드립니다!!,"우와, 축하드려요!!!",4.4,1.0
252,952,boostcamp-sts-v1-train-952,petition-rtt,지리산 국립공원 50주년을 영상으로 축하해주세요,지리산 국립공원 50주년 기념 영상으로,2.6,1.0
253,958,boostcamp-sts-v1-train-958,petition-rtt,이제 더이상 법원을 믿지못하니 AI 도입하세요.,더 이상 법원을 신뢰하지 않으니 앞으로는 AI를 도입해주세요.,4.6,1.0
254,966,boostcamp-sts-v1-train-966,slack-sampled,멀리서 격려방문 너무 감사드립니다.,여러분 배려 정말 감사합니다!!,1.8,0.0
255,967,boostcamp-sts-v1-train-967,petition-rtt,사유지 내 주차장에 외부차량이 주차하였을 시 견인을 할 수 있는 권한을 주세요.,사유지 주차장에 외부 차량을 주차한 경우 견인을 허용하십시오.,3.5,1.0
256,974,boostcamp-sts-v1-train-974,petition-sampled,깨끗한 해변을 위해 청원합니다.,소통을 위해 국민청원 방식 수정을 요청합니다.,0.5,0.0
257,975,boostcamp-sts-v1-train-975,petition-sampled,슬리핑차일드벨설치의무화,슬리핑 차일드 제도를 시행해 주세요.,2.4,0.0
258,991,boostcamp-sts-v1-train-991,slack-sampled,S자수형이 넘 멋지네요!!,우와 너무 멋지네요!!,2.4,0.0
259,995,boostcamp-sts-v1-train-995,slack-sampled,어제 너무 재밋고 맛있고 즐거웠습니다!!,"장황하게 2시간이나 이야기했지만, 계속 너무 즐거웠어요! 흐흐 흐흐",2.2,0.0
260,996,boostcamp-sts-v1-train-996,petition-rtt,이명박 출국금지 구속수사!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!강력히 요청합니다.,이명박 출국 금지 구속 수사!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 강력히 요청합니다.,5.0,1.0
261,1003,boostcamp-sts-v1-train-1003,petition-rtt,사법부 농단 철저히 수사 하기 바란다,사법부가 철저한 조사를 해 주세요.,2.2,0.0
